CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,D001_01,D002,D015,D014,D016,D017_01,D018,PS17_01,PS17_02,PS17_03,PS16,PS15,PS14,PS13,PS12,PS11,PS11_05,PS11_01,PS11_02,PS11_03,PS11_04,PS10,PS09,PS08_01,PS07,PS06,PS04_01,PS19_01,PS20_01,PS03,PS02_01,PS18,KO01_01,KO01_02,KO01_03,KO01_04,KO01_05,F008_06,F008_03,F008_05,F008_07,F008_08,F004_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP04_01,PP04_02,PP04_03,PP04_04,PP06_01,PP06_02,PP06_03,PP06_04,PP05_01,PP05_02,PP05_03,PP05_04,PP05_05,PP08_01,PP08_02,PP08_03,LG01_01,LG01_02,LG01_03,LG01_04,LG01_05,LG01_06,LG01_07,LG01_08,LG01_09,LG01_10,LG13_25,LG13_11,LG13_23,LG13_12,LG13_14,LG13_29,LG13_24,LG13_13,LG13_15,LG13_20,LG15_32,LG15_33,LG15_30,LG15_31,LG15_28,LG15_27,LG15_16,LG15_17,VP01_01,VP01_02,VP01_03,VP01_04,VP01_05,VP01_06,VP01_07,VP01_08,VP01_09,VP01_10,VP01_11,VP01_12,VP01_13,VP01_14,VP02_01,VP02_02,VP02_03,VP02_04,VP02_05,VP02_06,VP02_07,VP02_08,VP02_09,VP02_10,VP02_11,VP02_12,VP03_01,VP03_02,VP03_03,VP03_04,VP03_05,VP03_06,VP03_07,VP03_08,VP03_09,VP03_10,VP03_11,VP03_12,VP03_13,VP03_14,VP03_15,VP03_16,VP04_01,VP04_02,VP04_03,VP04_04,VP04_05,VP04_06,VP04_07,FP01_01,FP01_02,FP01_03,FP01_04,FP01_05,FP01_06,FP01_07,FP01_08,FP01_09,FP01_10,FP01_11,FP01_12,FP01_13,FP02_01,FP02_02,FP02_03,FP02_04,FP02_05,FP02_06,FP02_07,FP02_08,FP02_09,FP02_10,FP02_11,FP02_12,FP02_13,FP02_14,FP02_15,FP02_16,FP02_17,FP02_18,FP02_19,FP02_20,FP03_01,FP03_02,FP03_03,FP03_04,FP03_05,FP03_06,FP03_07,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,CV22_01,CV22_02,CV22_03,CV22_04,CV22_05,CV22_06,CV22_07,CV22_08,CV22_09,CV22_10,CV22_11,CV22_12,CV25_01,CV26_01,CV27_01,CV27_02,CV27_03,CV27_04,CV27_05,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME017,TIME018,TIME019,TIME020,TIME021,TIME_SUM,MAILSENT,LASTDATA,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,filter_$
226,,,base,interview,2021-06-15 10:22:06,26,weiblich,alleine.,,während des ganzen Semesters erwerbstätig.,15,Deutsch,äußerst wichtig,äußerst wichtig,,,GS,DE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,21.0,6.0,2.0,AHS,3,Mai 2021,3.0,3.0,3.0,3.0,3.0,trifft zu,trifft zu,trifft eher zu,trifft zu,trifft eher zu,,trifft voll zu,3.0,3.0,trifft gar nicht zu,3.0,2.0,3.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,3.0,2.0,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,3.0,3.0,3.0,trifft voll zu,2.0,3.0,3.0,sehr häufig,5.0,nie,sehr häufig,2.0,nie,5.0,4.0,nie,3.0,2.0,2.0,2.0,nie,nie,nie,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,5.0,5.0,4.0,5.0,trifft voll zu,5.0,5.0,trifft voll zu,5.0,5.0,trifft eher zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,trifft eher nicht zu,teils/teils,trifft zu,trifft eher zu,teils/teils,teils/teils,trifft eher nicht zu,,,M,A,J,29,B,11.0,30.0,43.0,,38.0,22.0,23.0,43.0,38.0,67.0,120.0,,,,,,,,60.0,36.0,531.0,,2021-06-15 10:30:57,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,8.0,Not Selected
148,,,base,interview,2021-06-15 09:17:51,26,männlich,mit meinem*meiner Parnter*in.,,nicht erwerbstätig.,,Deutsch,4.0,6.0,,,GS,DE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,23.0,6.0,2.0,MS,3,April 2021,3.0,2.0,2.0,3.0,3.0,trifft zu,trifft zu,trifft eher zu,trifft eher zu,trifft eher zu,Die Kommunikation und Organisation mit dem PP und uns Studierenden funktionierte reibungslos und alle vereinbarten Termine wurde verlässlich von allen Beteiligten wahrgenommen.,trifft voll zu,2.0,trifft voll zu,3.0,2.0,2.0,3.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,4.0,4.0,4.0,nie,4.0,4.0,4.0,5.0,4.0,sehr häufig,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,5.0,4.0,5.0,sehr häufig,4.0,4.0,5.0,4.0,5.0,trifft voll zu,trifft nicht zu,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,teils/teils,teils/teils,trifft eher zu,trifft eher nicht zu,trifft zu,trifft nicht zu,,,R,W,S,7,B,13.0,36.0,46.0,,86.0,24.0,91.0,47.0,44.0,73.0,158.0,,,,,,,,53.0,44.0,715.0,,2021-06-15 09:29:46,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,2.0,Not Selected
135,,,base,interview,2021-06-15 09:16:40,26,männlich,mit meinem*meiner Parnter*in.,,gelegentlich während des Semesters erwerbstätig.,7,Deutsch,äußerst wichtig,gar nicht wichtig,,,EN,GW,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,30.0,10.0,2.0,MS,2,Mai 2021,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,teils/teils,trifft eher zu,teils/teils,teils/teils,trifft eher zu,"Manchmal schwierig zusammen einen Termin zu finden, der für alle passt",trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,5.0,sehr häufig,4.0,nie,4.0,4.0,5.0,nie,3.0,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,trifft eher zu,trifft eher zu,trifft eher zu,trifft nicht zu,trifft eher zu,trifft eher zu,teils/teils,trifft eher zu,trifft eher zu,trifft eher nicht zu,trifft nicht zu,trifft eher nicht zu,"ich finde es teilweise sehr kompliziert, wo und wann man Formulare schicken muss, anstatt diese einfach hochzuladen. <br>curriculum ist auch zu kompliziert um alles zu verstehen (generell lehramtstudium)",,M,E,K,06,G,75.0,25.0,28.0,,52.0,23.0,46.0,41.0,26.0,55.0,85.0,,,,,,,,47.0,71.0,504.0,,2021-06-15 09:26:14,ausgefüllt,Teilnehmer,21.0,21.0,3.0,0.0,,13.0,Not Selected
122,,,base,interview,2021-06-15 09:06:08,26,weiblich,mit meinem*meiner Parnter*in.,,gelegentlich während des Semesters erwerbstätig.,12,Deutsch,äußerst wichtig,äußerst wichtig,2.0,BE,EN,PuP,&gt;10,ja,2.0,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,ausgewählt,ja,,,,,110.0,20.0,20.0,"BMHS (z. B. HTL, HAK, ...)",3,Mai 2021,trifft voll zu,trifft voll zu,3.0,trifft voll zu,3.0,trifft eher zu,trifft zu,teils/teils,trifft eher nicht zu,trifft zu,"Die Absolvierung der Praktika wäre einfacher, wenn nicht so viele LVs Anwesenheitspflicht hätten",trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,3.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,sehr häufig,4.0,4.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,4.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,3.0,sehr häufig,4.0,5.0,4.0,sehr häufig,4.0,4.0,5.0,4.0,sehr häufig,sehr häufig,4.0,4.0,2.0,5.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,nie,sehr häufig,4.0,sehr häufig,5.0,sehr häufig,5.0,4.0,5.0,4.0,sehr häufig,4.0,4.0,5.0,4.0,3.0,sehr häufig,2.0,5.0,4.0,5.0,sehr häufig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,3.0,4.0,2.0,5.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,trifft eher zu,trifft nicht zu,trifft zu,teils/teils,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,trifft nicht zu,teils/teils,trifft nicht zu,trifft nicht zu,,,R,M,V,5,G,13.0,44.0,58.0,,77.0,33.0,78.0,42.0,38.0,50.0,61.0,149.0,68.0,58.0,78.0,,,,61.0,58.0,966.0,,2021-06-15 09:22:15,ausgefüllt,Teilnehmer,21.0,21.0,1.0,0.0,,7.0,Selected
439,,,base,interview,2021-06-16 22:13:07,27,männlich,mit meinem*meiner Parnter*in.,,während des ganzen Semesters erwerbstätig.,10,Deutsch,äußerst wichtig,6.0,,,GW,EH,4,ja,1.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,55.0,10.0,9.0,MS,1,Mai 2021,3.0,3.0,3.0,3.0,3.0,trifft zu,trifft zu,trifft zu,trifft eher zu,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,5.0,3.0,3.0,3.0,5.0,4.0,3.0,sehr häufig,4.0,4.0,3.0,2.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,4.0,2.0,3.0,2.0,5.0,4.0,4.0,,5.0,,2.0,4.0,4.0,4.0,nie,5.0,,,,,5.0,,,,,,,,,,2.0,2.0,4.0,,5.0,,5.0,3.0,4.0,2.0,3.0,3.0,nie,5.0,4.0,4.0,5.0,4.0,trifft voll zu,trifft zu,trifft eher nicht zu,trifft eher zu,trifft nicht zu,trifft eher zu,trifft eher zu,,trifft zu,,teils/teils,trifft eher nicht zu,trifft nicht zu,,,B,P,M,16,B,5.0,46.0,79.0,,58.0,34.0,27.0,43.0,36.0,73.0,165.0,,,,,81.0,36.0,74.0,70.0,38.0,865.0,,2021-06-16 22:27:32,ausgefüllt,Teilnehmer,21.0,21.0,15.0,13.0,,3.0,Not Selected
244,,,base,interview,2021-06-15 10:55:28,27,weiblich,mit meinem*meiner Parnter*in.,1,gelegentlich während des Semesters erwerbstätig.,10,Deutsch,äußerst wichtig,äußerst wichtig,,,EH,BU,6,nein,1.0,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,ja,,,,,52.0,10.0,6.0,MS,2,Mai 2021,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,trifft eher zu,trifft eher zu,trifft eher nicht zu,teils/teils,trifft nicht zu,,3.0,trifft voll zu,3.0,2.0,trifft gar nicht zu,3.0,3.0,3.0,2.0,3.0,trifft voll zu,3.0,3.0,2.0,2.0,trifft voll zu,trifft voll zu,2.0,2.0,trifft gar nicht zu,3.0,2.0,trifft gar nicht zu,sehr häufig,sehr häufig,sehr häufig,5.0,2.0,2.0,5.0,sehr häufig,nie,3.0,5.0,sehr häufig,sehr häufig,5.0,5.0,3.0,nie,2.0,nie,nie,nie,nie,5.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,sehr häufig,4.0,5.0,4.0,5.0,5.0,5.0,sehr häufig,sehr häufig,5.0,4.0,3.0,sehr häufig,sehr häufig,sehr häufig,5.0,nie,2.0,4.0,nie,5.0,5.0,3.0,5.0,nie,nie,nie,4.0,4.0,nie,4.0,4.0,nie,sehr häufig,sehr häufig,5.0,5.0,5.0,,5.0,sehr häufig,2.0,3.0,5.0,sehr häufig,5.0,trifft voll zu,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft eher nicht zu,trifft nicht zu,teils/teils,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft zu,trifft eher nicht zu,trifft zu,teils/teils,trifft zu,trifft nicht zu,,,,,,,,5.0,32.0,42.0,,45.0,35.0,31.0,57.0,50.0,79.0,168.0,,,,,96.0,38.0,72.0,56.0,35.0,841.0,,2021-06-15 11:09:29,ausgefüllt,Teilnehmer,21.0,21.0,7.0,4.0,,2.0,Not Selected
631,,,base,interview,2021-06-22 14:08:55,27,weiblich,mit meinem*meiner Parnter*in.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,BU,DE,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,3.0,2.0,MS,5,April 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft zu,trifft zu,trifft zu,teils/teils,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,nie,nie,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,sehr häufig,nie,sehr häufig,nie,nie,nie,nie,nie,nie,nie,sehr häufig,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,sehr häufig,3.0,3.0,4.0,sehr häufig,3.0,trifft voll zu,3.0,3.0,4.0,trifft voll zu,trifft zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft eher nicht zu,teils/teils,teils/teils,teils/teils,trifft nicht zu,trifft nicht zu,trifft nicht zu,trifft nicht zu,,,C,O,D,26,B,3.0,43.0,55.0,,54.0,23.0,17.0,31.0,30.0,42.0,141.0,,,,,,,,50.0,29.0,518.0,,2021-06-22 14:17:33,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,18.0,Not Selected
136,,,base,interview,2021-06-15 09:16:41,27,männlich,mit meinem*meiner Parnter*in.,,während des ganzen Semesters erwerbstätig.,60,Deutsch,4.0,äußerst wichtig,,,EH,EN,2,ja,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,20.0,2.0,5.0,MS,3,April 2021,trifft voll zu,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft zu,trifft zu,trifft nicht zu,trifft zu,trifft zu,,3.0,trifft voll zu,3.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,3.0,3.0,2.0,3.0,3.0,trifft voll zu,3.0,2.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,nie,2.0,3.0,2.0,2.0,nie,nie,nie,nie,nie,nie,nie,2.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,sehr häufig,5.0,5.0,4.0,5.0,trifft voll zu,trifft voll zu,4.0,5.0,4.0,5.0,teils/teils,trifft nicht zu,trifft zu,trifft eher zu,trifft nicht zu,trifft eher nicht zu,trifft eher zu,trifft eher nicht zu,trifft zu,trifft eher zu,trifft eher nicht zu,teils/teils,,,D,K,T,14,B,6.0,31.0,41.0,,38.0,28.0,33.0,43.0,39.0,54.0,120.0,,,,,,,,54.0,30.0,517.0,,2021-06-15 09:25:18,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,7.0,Not Selected
262,,,base,interview,2021-06-15 11:25:24,27,männlich,alleine.,,während des ganzen Semesters erwerbstätig.,12,Deutsch,6.0,3.0,,,PuP,EH,1,ja,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,30.0,3.0,4.0,AHS,2,April 2021,trifft voll zu,3.0,3.0,3.0,trifft voll zu,trifft eher zu,trifft eher zu,trifft eher nicht zu,trifft zu,teils/teils,,3.0,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,2.0,2.0,3.0,trifft gar nicht zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,trifft voll zu,3.0,4.0,4.0,2.0,nie,3.0,nie,4.0,nie,4.0,nie,2.0,2.0,2.0,2.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,2.0,4.0,3.0,5.0,3.0,4.0,2.0,4.0,3.0,5.0,teils/teils,teils/teils,teils/teils,trifft nicht zu,trifft eher zu,teils/teils,trifft eher nicht zu,trifft eher zu,teils/teils,trifft nicht zu,trifft eher nicht zu,trifft eher nicht zu,,,D,M,O,14,B,269.0,72.0,76.0,,73.0,26.0,72.0,43.0,45.0,71.0,144.0,,,,,,,,98.0,72.0,797.0,,2021-06-15 11:43:05,ausgefüllt,Teilnehmer,21.0,21.0,4.0,1.0,,1.0,Not Selected
749,,,base,interview,2021-07-01 05:58:27,28,männlich,mit meinem*meiner Parnter*in.,,während des ganzen Semesters erwerbstätig.,20,Deutsch,,,,,BSP,GS,8,ja,1.0,nicht gewählt,nicht gewählt,nicht gewählt,ausgewählt,nicht gewählt,ja,,,,,50.0,10.0,11.0,"BMHS (z. B. HTL, HAK, ...)",1,Mai 2021,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,3.0,5.0,5.0,4.0,nie,4.0,sehr häufig,5.0,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,4.0,5.0,5.0,2.0,2.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,sehr häufig,sehr häufig,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft eher zu,teils/teils,teils/teils,trifft eher zu,trifft nicht zu,trifft nicht zu,teils/teils,trifft eher zu,trifft eher zu,trifft eher nicht zu,teils/teils,trifft eher zu,,,C,J,D,18,B,2.0,34.0,23.0,,46.0,16.0,14.0,19.0,11.0,60.0,27.0,19.0,56.0,18.0,63.0,,,,57.0,23.0,488.0,,2021-07-01 06:06:35,ausgefüllt,Teilnehmer,21.0,21.0,4.0,2.0,,65.0,Selected
681,,,base,interview,2021-06-24 08:06:18,28,weiblich,mit meinem*meiner Parnter*in.,,gelegentlich während des Semesters erwerbstätig.,1,Deutsch,äußerst wichtig,äußerst wichtig,,,BSP,GW,4,ja,1.0,nicht gewählt,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,54.0,11.0,11.0,MS,1,Mai 2021,3.0,3.0,trifft voll zu,2.0,3.0,trifft zu,trifft eher zu,trifft eher zu,trifft eher nicht zu,trifft eher nicht zu,,trifft voll zu,trifft voll zu,trifft voll zu,3.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,3.0,trifft voll zu,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,sehr häufig,sehr häufig,5.0,5.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sehr häufig,sehr häufig,sehr häufig,sehr häufig,4.0,5.0,sehr häufig,sehr häufig,5.0,5.0,4.0,4.0,4.0,sehr häufig,sehr häufig,sehr häufig,4.0,4.0,4.0,4.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,5.0,4.0,sehr häufig,sehr häufig,5.0,4.0,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,sehr häufig,4.0,sehr häufig,sehr häufig,sehr häufig,5.0,5.0,5.0,4.0,5.0,3.0,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,trifft zu,trifft nicht zu,trifft zu,trifft nicht zu,trifft zu,teils/teils,trifft eher nicht zu,trifft zu,,trifft zu,trifft nicht zu,trifft eher zu,Mehr Zeit für das Planen der Unterrichtseinheiten einplanen. Ich habe mehr als das Doppelte der Stunden für die Planung aufgewandt.,,A,J,K,19,G,4.0,46.0,60.0,,83.0,45.0,57.0,69.0,69.0,76.0,235.0,,,,,143.0,50.0,92.0,100.0,160.0,1171.0,,2021-06-24 08:27:47,ausgefüllt,Teilnehmer,21.0,21.0,3.0,1.0,,1.0,Not Selected
95,,,base,interview,2021-06-14 19:00:07,28,weiblich,mit anderen Personen zusammen.,,nicht erwerbstätig.,,Deutsch,äußerst wichtig,äußerst wichtig,,,IP,EN,2,nein,1.0,ausgewählt,nicht gewählt,nicht gewählt,nicht gewählt,nicht gewählt,ja,,,,,21.0,2.0,2.0,MS,3,April 2021,3.0,3.0,3.0,3.0,3.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,trifft voll zu,trifft voll zu,trifft voll zu,trifft voll zu,3.0,2.0,2.0,trifft voll zu,trifft voll zu,trifft gar nicht zu,trifft voll zu,2.0,2.0,2.0,2.0,3.0,trifft voll zu,2.0,3.0,2.0,trifft voll zu,trifft voll zu,trifft voll zu,4.0,sehr häufig,sehr häufig,3.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,2.0,nie,2.0,3.0,nie,nie,nie,nie,nie,nie,nie,2.0,nie,nie,nie,nie,nie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,5.0,3.0,3.0,4.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,trifft nicht zu,trifft eher nicht zu,trifft nicht zu,teils/teils,trifft nicht zu,trifft nicht zu,trifft eher zu,teils/teils,trifft eher zu,trifft eher nicht zu,trifft zu,teils/teils,,,L,F,C,19,G,48.0,44.0,53.0,,66.0,35.0,79.0,81.0,79.0,105.0,267.0,,,,,,,,94.0,56.0,964.0,,2021-06-14 19:16:54,ausgefüllt,Teilnehmer,21.0,21.0,5.0,1.0,,0.0,Not Selected
