CASE,SERIAL,REF,QUESTNNR,MODE,STARTED,FINISHED,Q_VIEWER,LASTPAGE,MAXPAGE,MISSING,MISSREL,TIME_RSI,DEG_TIME,SC01,SD01_01,SD02,SD03_01,SD04,SD05,SD06,SD08_01,SD08_02,SD08_03,SD08_04,SD08_05,SD08_06,SD08_07,SD09,LV03_01,SW01_01,SW01_02,SW01_03,SW01_04,SW01_05,RS01_01,RS01_02,RS01_03,RS01_04,RS01_05,RS01_06,RS01_07,RS01_08,RS01_09,RS01_10,RS01_11,RS01_12,RS01_13,BE01_01,BE01_02,BE01_03,BE01_04,BE01_05,BE01_06,BE01_07,BE01_08,BE01_09,BE01_10,BE01_11,BE01_12,BE02_01,BE02_02,BE02_03,BE02_04,BE02_05,BE02_06,BE02_07,BL01_01,BL01_02,BL01_03,BL01_04,BL03_01,BL03_02,BL03_03,BL03_04,BL03_05,BL03_06,BL03_07,BL03_08,EN01_01,CO01_01,SC03,SC04,SD10,LV01_01,LV02,IP01,IP06_01,IP06_02,IP06_03,IP06_04,IP06_05,BE03_01,BL02_01,BL02_02,BL02_03,BL02_04,BL04_01,BL04_02,BL04_03,BL04_04,BL04_05,BL04_06,BL04_07,BL04_08,BL04_09,SD07_01,IP02_01,IP02_02,IP02_03,IP02_04,IP02_05,IP02_06,IP03_01,IP04,IP05_01,PP01_01,PP01_02,PP01_03,PP01_04,PP01_05,PP01_06,PP01_07,PP01_08,PP01_09,PP01_10,PP02_01,PP02_02,PP02_03,PP02_04,PP02_05,TP01_01,TP01_02,TP01_03,TP01_04,TP01_05,TP01_06,TP01_07,TP03_01,TP03_02,TP03_03,TP03_04,TP03_05,BL05_01,BL05_02,BL05_03,BL05_04,BL05_05,BL05_06,BL05_07,BL05_08,BL05_09,TP02_01,TP02_02,TP02_03,TP02_04,TP02_05,TP02_06,TP02_07,TIME001,TIME002,TIME003,TIME004,TIME005,TIME006,TIME007,TIME008,TIME009,TIME010,TIME011,TIME012,TIME013,TIME014,TIME015,TIME016,TIME017,TIME018,TIME019,TIME020,TIME021,TIME022,TIME023,TIME024,TIME025,TIME026,TIME027,TIME028,TIME029,TIME030,TIME031,TIME032,TIME_SUM,MAILSENT,LASTDATA
866,,,base,interview,2023-05-23 10:03:15,ausgefüllt,Teilnehmer,32.0,32.0,4.0,3.0,0.63,0.0,Ja,36.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2020/21,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,,,ja,25.0,trifft voll zu,trifft voll zu,4.0,trifft voll zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,5.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,4.0,trifft voll und ganz zu,4.0,5.0,2.0,trifft zu,2.0,trifft zu,3.0,trifft zu,trifft zu,3.0,4.0,3.0,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,4.0,,RHC16B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,,,,,,,13.0,16.0,19.0,13.0,28.0,12.0,,21.0,6.0,,,66.0,,,,,80.0,81.0,74.0,74.0,103.0,47.0,,92.0,30.0,40.0,,51.0,76.0,6.0,72.0,28.0,1048.0,,2023-05-23 10:20:43
297,,,base,interview,2023-05-08 18:32:35,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,0.88,4.0,Ja,27.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,nein,25.0,3.0,3.0,2.0,2.0,3.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,neinIch stimme nicht zu,5.0,neinIch stimme nicht zu,5.0,4.0,6.0,4.0,neinIch stimme nicht zu,3.0,neinIch stimme nicht zu,4.0,3.0,3.0,trifft voll und ganz zu,4.0,3.0,3.0,3.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,trifft nicht zu,trifft zu,2.0,trifft zu,2.0,3.0,3.0,4.0,4.0,4.0,trifft voll und ganz zu,3.0,3.0,3.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,2.0,3.0,,MWI09B,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,14.0,9.0,15.0,38.0,15.0,,20.0,6.0,,,14.0,,,,,25.0,,,64.0,51.0,26.0,,,,21.0,,45.0,,5.0,51.0,18.0,455.0,,2023-05-08 18:40:10
500,,,base,interview,2023-05-10 17:16:19,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,0.9,2.0,Ja,26.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2021/22,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,25.0,4.0,5.0,3.0,trifft voll zu,trifft voll zu,6.0,6.0,6.0,6.0,3.0,ja Ich stimme völlig zu,6.0,6.0,6.0,5.0,6.0,5.0,5.0,4.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,3.0,5.0,trifft voll und ganz zu,4.0,3.0,2.0,trifft zu,2.0,trifft zu,3.0,3.0,trifft zu,trifft voll und ganz zu,5.0,4.0,5.0,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,4.0,4.0,4.0,2.0,Es ist recht schwierig Praktika zu planen wenn nebenbei Anwesenheitspflicht auf der Uni besteht,NTL06B,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,4.0,4.0,trifft voll und ganz zu,5.0,4.0,4.0,5.0,5.0,trifft voll und ganz zu,5.0,5.0,5.0,5.0,4.0,5.0,2.0,3.0,2.0,3.0,3.0,4.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,2.0,5.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,2.0,3.0,,,,,,,,8.0,9.0,6.0,10.0,18.0,9.0,,18.0,7.0,,,16.0,,,,,41.0,48.0,24.0,60.0,99.0,29.0,,46.0,39.0,19.0,,39.0,33.0,70.0,64.0,20.0,732.0,,2023-05-10 17:28:31
669,,,base,interview,2023-05-12 17:17:40,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,1.06,10.0,Ja,23.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,ja,25.0,4.0,4.0,4.0,5.0,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,6.0,5.0,6.0,4.0,6.0,5.0,4.0,4.0,trifft voll und ganz zu,5.0,5.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,2.0,trifft zu,3.0,trifft zu,3.0,trifft zu,3.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,3.0,"Weniger Besprechungesstunden mit den BetreurerInnen, diese werden nicht wirklich genutzt!",BMB24G,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,trifft voll und ganz zu,5.0,5.0,3.0,trifft gar nicht zu,trifft gar nicht zu,3.0,2.0,4.0,trifft gar nicht zu,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,2.0,3.0,2.0,3.0,trifft zu,trifft zu,trifft zu,trifft zu,3.0,3.0,3.0,2.0,trifft zu,,,,,,,,6.0,6.0,5.0,6.0,19.0,6.0,,14.0,9.0,,,167.0,,,,,39.0,44.0,55.0,49.0,78.0,30.0,,33.0,25.0,19.0,,31.0,35.0,31.0,20.0,18.0,588.0,,2023-05-12 17:30:05
995,,,base,interview,2023-05-24 14:17:44,ausgefüllt,Teilnehmer,32.0,32.0,6.0,4.0,1.36,18.0,Ja,21.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2020/21,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,,,nein,25.0,5.0,4.0,3.0,5.0,4.0,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,6.0,6.0,4.0,ja Ich stimme völlig zu,5.0,6.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,2.0,trifft zu,3.0,trifft zu,3.0,3.0,3.0,4.0,2.0,3.0,2.0,4.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,3.0,4.0,,ERM05B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,5.0,4.0,17.0,6.0,,13.0,5.0,,,7.0,,,,,25.0,,,45.0,58.0,29.0,,,,15.0,,30.0,,3.0,29.0,15.0,319.0,,2023-05-24 14:23:03
810,,,base,interview,2023-05-17 15:53:02,ausgefüllt,Teilnehmer,32.0,32.0,4.0,3.0,0.83,1.0,Ja,24.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2019/20,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,,,ja,24.0,4.0,4.0,5.0,5.0,trifft voll zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,6.0,4.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,3.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,5.0,4.0,4.0,4.0,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,trifft zu,2.0,4.0,4.0,4.0,trifft gar nicht zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,2.0,stimme vollständig zu,stimme vollständig zu,,MGG29B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,5.0,trifft voll und ganz zu,5.0,4.0,trifft voll und ganz zu,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,trifft voll und ganz zu,5.0,5.0,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,3.0,2.0,2.0,,,,,,,,18.0,12.0,9.0,6.0,24.0,17.0,,16.0,11.0,,,12.0,,,,,53.0,41.0,38.0,73.0,97.0,29.0,,52.0,33.0,23.0,,46.0,45.0,6.0,44.0,18.0,723.0,,2023-05-17 16:05:05
756,,,base,interview,2023-05-17 10:49:43,ausgefüllt,Teilnehmer,32.0,32.0,1.0,0.0,1.04,7.0,Ja,21.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,24.0,4.0,4.0,2.0,5.0,4.0,6.0,6.0,5.0,5.0,6.0,ja Ich stimme völlig zu,5.0,6.0,ja Ich stimme völlig zu,5.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,3.0,4.0,2.0,3.0,3.0,2.0,3.0,2.0,trifft zu,3.0,trifft zu,3.0,5.0,4.0,5.0,5.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,3.0,4.0,4.0,,YML21G,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,3.0,4.0,4.0,trifft voll und ganz zu,4.0,5.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,trifft voll und ganz zu,5.0,5.0,trifft zu,3.0,3.0,trifft zu,2.0,3.0,3.0,3.0,trifft zu,,,,,,,,24.0,7.0,15.0,4.0,35.0,8.0,,15.0,6.0,,,6.0,,,,,44.0,62.0,36.0,59.0,90.0,27.0,,37.0,27.0,16.0,,30.0,31.0,4.0,36.0,16.0,635.0,,2023-05-17 11:00:18
759,,,base,interview,2023-05-17 11:10:37,ausgefüllt,Teilnehmer,32.0,32.0,1.0,0.0,0.67,5.0,Ja,19.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,24.0,trifft voll zu,trifft voll zu,trifft voll zu,5.0,trifft voll zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,6.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,6.0,4.0,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,2.0,4.0,3.0,4.0,4.0,2.0,trifft zu,3.0,trifft zu,2.0,trifft zu,trifft zu,4.0,4.0,4.0,3.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,2.0,stimme vollständig zu,stimme vollständig zu,,SRL21B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,3.0,trifft zu,trifft zu,trifft zu,3.0,3.0,,,,,,,,38.0,13.0,13.0,28.0,77.0,30.0,,41.0,22.0,,,86.0,,,,,42.0,81.0,90.0,93.0,101.0,70.0,,43.0,16.0,48.0,,58.0,63.0,3.0,47.0,11.0,1038.0,,2023-05-17 11:29:11
553,,,base,interview,2023-05-11 11:00:57,ausgefüllt,Teilnehmer,32.0,32.0,3.0,2.0,0.9,10.0,,22.0,männlich,,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2021/22,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,24.0,trifft voll zu,trifft voll zu,5.0,4.0,5.0,5.0,ja Ich stimme völlig zu,5.0,5.0,4.0,5.0,6.0,6.0,ja Ich stimme völlig zu,4.0,5.0,6.0,ja Ich stimme völlig zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,4.0,4.0,3.0,4.0,trifft nicht zu,3.0,3.0,trifft zu,3.0,trifft zu,2.0,4.0,5.0,2.0,2.0,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,stimme vollständig zu,4.0,4.0,stimme vollständig zu,,JWR11G,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,4.0,5.0,5.0,5.0,4.0,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,4.0,trifft voll und ganz zu,4.0,5.0,5.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,3.0,3.0,3.0,3.0,trifft zu,trifft zu,trifft zu,trifft zu,3.0,,,,,,,,4.0,11.0,3.0,3.0,33.0,9.0,,29.0,39.0,,,148.0,,,,,34.0,52.0,30.0,104.0,152.0,28.0,,121.0,71.0,20.0,,57.0,45.0,19.0,42.0,17.0,900.0,,2023-05-11 11:18:48
518,,,base,interview,2023-05-11 09:05:21,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,0.89,5.0,Ja,38.0,weiblich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,23.0,5.0,trifft voll zu,4.0,5.0,5.0,6.0,6.0,5.0,ja Ich stimme völlig zu,6.0,5.0,5.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,4.0,6.0,trifft voll und ganz zu,5.0,5.0,3.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,2.0,4.0,3.0,4.0,3.0,3.0,trifft zu,trifft nicht zu,trifft zu,3.0,trifft zu,trifft zu,4.0,4.0,2.0,trifft gar nicht zu,4.0,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,4.0,2.0,3.0,Mehr Praxis an der Schule wäre wünschenswert,AAA21G,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,4.0,3.0,trifft voll und ganz zu,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,trifft zu,,,,,,,,16.0,18.0,5.0,5.0,6.0,11.0,,19.0,6.0,,,41.0,,,,,34.0,53.0,38.0,73.0,91.0,36.0,,47.0,27.0,33.0,,50.0,36.0,32.0,40.0,34.0,751.0,,2023-05-11 09:17:52
137,,,base,interview,2023-05-08 10:03:37,ausgefüllt,Teilnehmer,32.0,32.0,6.0,6.0,0.55,0.0,Ja,,männlich,1.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2017/18,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,Praktikum absolviert,,nein,22.0,5.0,trifft voll zu,4.0,5.0,5.0,,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,,4.0,6.0,ja Ich stimme völlig zu,4.0,3.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,4.0,3.0,5.0,5.0,trifft voll und ganz zu,5.0,2.0,4.0,2.0,3.0,4.0,3.0,3.0,trifft zu,2.0,trifft zu,3.0,trifft zu,trifft zu,4.0,4.0,2.0,trifft gar nicht zu,4.0,stimme vollständig zu,stimme vollständig zu,4.0,stimme vollständig zu,3.0,stimme vollständig zu,4.0,Mich würde die Auswertung des Frsgebogens interessieren,ANN19b,Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,11.0,17.0,7.0,16.0,14.0,,16.0,6.0,,,30.0,,,,,69.0,,,191.0,241.0,47.0,,,,58.0,,78.0,,97.0,129.0,53.0,1097.0,,2023-05-08 10:21:54
610,,,base,interview,2023-05-11 15:48:17,ausgefüllt,Teilnehmer,32.0,32.0,1.0,1.0,0.87,2.0,Ja,24.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,nein,22.0,trifft voll zu,trifft voll zu,3.0,trifft voll zu,trifft voll zu,6.0,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,6.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,trifft voll und ganz zu,trifft voll und ganz zu,trifft voll und ganz zu,5.0,3.0,3.0,3.0,trifft zu,3.0,3.0,3.0,trifft gar nicht zu,trifft gar nicht zu,2.0,trifft gar nicht zu,stimme vollständig zu,4.0,stimme vollständig zu,4.0,4.0,3.0,4.0,3.0,,AML10B,Eher Nein,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,5.0,8.0,6.0,23.0,13.0,,69.0,6.0,,,12.0,,,,,27.0,,,72.0,102.0,27.0,,,,32.0,,56.0,,6.0,53.0,26.0,553.0,,2023-05-11 15:57:31
346,,,base,interview,2023-05-09 06:45:57,ausgefüllt,Teilnehmer,32.0,32.0,0.0,0.0,0.78,2.0,Ja,20.0,männlich,0.0,Bachelorstudium Lehramt Sekundarstufe (Allgemeinbildung),WiSe 2022/23,Ich bin nicht erwerbstätig.,Praktikum absolviert,Praktikum absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,noch nicht absolviert,ja,22.0,5.0,5.0,2.0,5.0,4.0,ja Ich stimme völlig zu,3.0,4.0,6.0,5.0,5.0,2.0,ja Ich stimme völlig zu,ja Ich stimme völlig zu,ja Ich stimme völlig zu,5.0,5.0,ja Ich stimme völlig zu,5.0,4.0,5.0,4.0,trifft voll und ganz zu,trifft voll und ganz zu,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,stimme vollständig zu,4.0,3.0,3.0,3.0,4.0,4.0,"Grundsätzlich sollte von Studenten weniger schriftliche Aufgaben verlangt werden. Es gibt bisweilen so viele Arbeiten, dass es einfach nur noch ermüdend ist. Man kann Inhalte auch anders gut vermitteln, beispielsweise indem man zu einer bestimmten Fragestellung nur einen kurzen Text verfasst. Momentan ist es zu viel.",MGK12B,Eher Ja,"Ich habe alle Aufgaben, wie in den Instruktionen verlangt, bewältigt.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trifft gar nicht zu,3.0,3.0,2.0,4.0,3.0,2.0,trifft voll und ganz zu,5.0,3.0,trifft voll und ganz zu,trifft gar nicht zu,trifft gar nicht zu,trifft gar nicht zu,4.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,2.0,4.0,5.0,5.0,2.0,3.0,3.0,trifft nicht zu,trifft nicht zu,trifft nicht zu,3.0,2.0,trifft nicht zu,,,,,,,,37.0,7.0,6.0,6.0,12.0,10.0,,20.0,15.0,,,91.0,,,,,48.0,100.0,68.0,86.0,80.0,31.0,,76.0,40.0,20.0,,35.0,41.0,116.0,32.0,19.0,915.0,,2023-05-09 07:02:34
